A1,A3,A7,A8,A9,A10,A11,A13,A14,A4_1,A4_2,A4_3,A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A6_1,A6_2,A6_3,A6_4,A6_5,A6_7,A6_8,A6_9,A12_1,A12_2,A12_3
1,-0.7887589889347936,-0.06680620620224584,0,0,-0.49388662129815225,1,0.3254319064781808,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.6550786784959802,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.6278653893300237,-0.1954133390319889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,2.9633357393967117,0.9798171345595054,1,1,0.9466160241547917,0,-1.0696373068996794,0.3808087645073718,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.2027768762593938,-0.4779796615015052,1,1,1.3581882085699186,1,-0.017522608477209836,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.7978050249795253,-0.5781564669744157,0,1,-0.2881005290905888,0,1.371733816511576,-0.1410563872647759,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.0536170188422351,0.5312642742330406,1,1,2.387118669607736,0,-1.0696373068996794,0.1122892642580297,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8812295796142735,-0.5781564669744157,0,0,-0.49388662129815225,0,0.20917613869669247,-0.16852297420015208,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.15252112045532865,-0.6648766866375322,1,0,-0.49388662129815225,0,-0.4883584679922377,-0.011022265899393497,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.3535441436715893,-0.3404234510013894,1,1,1.1524021163623552,1,-0.1395911646477726,-0.1952212649974758,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.5561745768828867,-0.21632382631106742,1,1,1.975546485192609,1,-0.3721027002107493,-0.08650736146304974,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8561017017122409,-0.365841446419889,0,0,-0.49388662129815225,0,0.4416876742596692,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1.7571976000991476,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,-0.1954133390319889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.4118408204043049,-0.6394586912190325,0,0,-0.49388662129815225,0,-0.6046142357737261,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.7887589889347936,-0.6648766866375322,1,0,-0.49388662129815225,0,-0.3139748163200051,-0.1952212649974758,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.06909656582058048,-0.6274972816103268,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8390147447388587,-0.6648766866375322,0,1,0.12347165532453808,0,0.9648386292763668,-0.04770840649139946,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0.9531055072341049,1.2788523747771483,1,1,2.387118669607736,0,0.3254319064781808,0.689471737969956,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8561017017122409,-0.22828523591977318,1,1,0.535043839739665,1,0.7439526704915389,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.3535441436715893,0.04533200887937036,1,1,1.1524021163623552,1,1.23222689517379,0.6034225705080781,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.0536170188422351,-0.41518226105580014,1,0,-0.49388662129815225,1,-0.255846932429261,-0.1954133390319889,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.7053344343000454,0.30698784406980817,0,0,-0.49388662129815225,0,0.5579434420411575,-0.1954133390319889,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.24499171113480855,-0.6648766866375322,0,0,-0.49388662129815225,1,-0.023335396866284254,-0.1952212649974758,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,3.063847251004842,4.568240017171224,1,1,1.3581882085699186,1,-1.0696373068996794,-0.0033393045188686884,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.7053344343000454,-0.5901178765831214,0,1,-0.2881005290905888,0,-0.44185616087964236,-0.17659008364970313,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,2.0587321349235386,-0.6648766866375322,1,1,2.387118669607736,0,-1.0696373068996794,0.453028601484305,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,3.5241899741700786,3.1478226261374185,1,1,-0.2881005290905888,1,-1.0696373068996794,-0.1744772692700588,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.3786720215736219,-0.6394586912190325,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.15252112045532865,3.0730638160830077,1,0,-0.49388662129815225,1,-8.424330998658097e-05,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.651570972409714,1.2788523747771483,1,1,0.7408299319472283,0,1.1101583390032272,9.619569824588455,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.6550786784959802,0.08271141390657576,1,0,-0.49388662129815225,1,-0.255846932429261,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.4505479491934533,-0.365841446419889,0,0,-0.49388662129815225,0,2.4180357265449715,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.873188658685623,-0.6155358720016211,0,1,-0.2881005290905888,0,0.09292037091520411,-0.1952212649974758,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.350036437585323,1.2160549743314435,1,1,2.592904761815299,0,-1.0696373068996794,1.9561999955839837,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,1,1.8367568876375295,-0.1952212649974758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.9234444144896883,-0.6020792861918272,0,0,-0.49388662129815225,0,0.09292037091520411,-0.1877303776514641,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.7887589889347936,-0.6529152770288265,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.19445296885942331,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6379917215225981,0.257647029433897,1,1,0.7408299319472283,0,-0.6046142357737261,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.11935232162464564,-0.6394586912190325,0,0,-0.49388662129815225,1,1.953012655419018,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,-0.45405565527971964,-0.365841446419889,0,0,-0.49388662129815225,0,1.6042453520745528,-0.19234015447977898,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.6299508005939477,-0.5033976569200049,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8812295796142735,-0.552738471555916,1,1,1.1524021163623552,1,0.6741992098226459,-0.16429734544086344,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.1444801995266782,1.8769228552124348,1,1,0.9466160241547917,1,0.06385642896983201,-0.1954133390319889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.3535441436715893,-0.365841446419889,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.15699853212936488,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.9234444144896883,-0.5901178765831214,0,0,-0.49388662129815225,1,0.5579434420411575,-0.1954133390319889,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.45405565527971964,-0.6394586912190325,0,0,-0.49388662129815225,1,-0.4883584679922377,0.612834198199221,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0.744041563089194,0.07075000429787003,0,0,-0.49388662129815225,0,-0.11634001109147493,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1,-0.9154034935610378,-0.6529152770288265,0,0,-0.49388662129815225,0,0.5579434420411575,-0.05135781314714875,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.1370415734769832,-0.6274972816103268,1,0,-0.49388662129815225,0,-0.3721027002107493,-0.12338557608956884,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.6550786784959802,-0.06680620620224584,1,0,-0.49388662129815225,0,1.0694688202797062,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.9028497514300398,-0.365841446419889,1,1,0.3292577475321015,1,-0.6046142357737261,-0.09937632177542881,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8058459459081757,-0.19090583089256777,0,1,-0.2881005290905888,1,1.2554780487300876,-0.19368467272137083,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.606430332686952,0.8302995144506837,1,0,-0.49388662129815225,0,-0.41860500732334466,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0.8525939956259746,1.8769228552124348,1,1,0.535043839739665,1,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.3203753448409063,0.45650546417862975,1,0,-0.49388662129815225,1,2.8830587976709245,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.10226536465126349,0.8302995144506837,0,0,-0.49388662129815225,1,-1.0696373068996794,-0.19464504289393644,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.9234444144896883,-0.6648766866375322,0,0,-0.49388662129815225,1,-0.7092444267770656,-0.19022734010013467,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,-0.1444801995266782,1.42836999488597,1,1,1.1524021163623552,0,0.7904549776041343,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,0.05654282368958243,3.1478226261374185,1,0,-0.49388662129815225,1,-0.534860775104833,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.7053344343000454,-0.5901178765831214,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.15795890230193046,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8058459459081757,-0.365841446419889,1,1,0.12347165532453808,1,0.16267383158409712,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1.5561745768828867,-0.30304404597418394,1,1,13.293781556608597,1,-0.255846932429261,-0.1458582381276039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0.37516431548735557,0.9798171345595054,1,0,-0.49388662129815225,1,-0.4883584679922377,-0.1954133390319889,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1.3802794315686588,-0.41518226105580014,1,0,-0.49388662129815225,1,-0.1395911646477726,-0.13779112867805285,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.45405565527971964,0.007952603852164964,0,0,-0.49388662129815225,1,0.9067107453856226,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,-0.15252112045532865,0.8302995144506837,1,0,-0.49388662129815225,1,0.5579434420411575,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.6470377575673298,-0.6274972816103268,0,0,-0.49388662129815225,0,-0.4883584679922377,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8229329028815578,-0.5901178765831214,0,0,-0.49388662129815225,1,0.6741992098226459,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.5877359657185329,-0.6648766866375322,0,1,-0.2881005290905888,0,0.09292037091520411,-0.18523341520279354,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.3535441436715893,-0.6529152770288265,0,0,-0.49388662129815225,1,-0.1395911646477726,-0.1877303776514641,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.0165173000481236,0.8422609240593895,1,1,0.535043839739665,1,-0.09308885753517726,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.24499171113480855,-0.5153590665287107,1,0,-0.49388662129815225,1,-0.07565049236795401,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.9566132133203712,-0.6648766866375322,0,0,-0.49388662129815225,0,-8.424330998658097e-05,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-0.8390147447388587,-0.6394586912190325,1,0,-0.49388662129815225,0,-0.023335396866284254,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1.304895797862561,0.08271141390657576,1,1,3.004476946230426,0,0.09292037091520411,0.03661209465986032,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.5510594608015836,0.14550881435228083,1,1,0.535043839739665,0,-8.424330998658097e-05,4.937957307365662,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.906357457516306,-0.5646998811646218,0,1,0.3292577475321015,0,-0.1395911646477726,-0.19387674675588396,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8892705005429239,-0.6648766866375322,0,1,-0.2881005290905888,0,-0.1395911646477726,-0.17121201068333577,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.45405565527971964,-0.14156501625665663,0,1,-0.08231443688302535,1,3.115570333233901,-0.1954133390319889,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.0536170188422351,-0.365841446419889,1,1,0.3292577475321015,0,-0.7789978874459585,0.08597512152973222,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.6048229226919151,-0.6648766866375322,0,0,-0.49388662129815225,0,-0.1395911646477726,-0.1954133390319889,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.7475492691754602,1.2788523747771483,1,0,-0.49388662129815225,1,-0.11634001109147493,5.813622830710977,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.5374802099144678,0.15747022396098656,1,0,-0.49388662129815225,1,1.022966513167111,-0.1952212649974758,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.3535441436715893,-0.11614702083815696,1,1,3.416049130645553,0,-1.0696373068996794,-0.09937632177542881,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.9566132133203712,-0.2910826363654782,1,1,-0.2881005290905888,0,0.10454594769335294,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.06558885973431415,-0.5781564669744157,0,0,-0.49388662129815225,0,-0.255846932429261,-0.1600717166815748,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.6766988503117465,-0.6155358720016211,0,1,-0.08231443688302535,0,-8.424330998658097e-05,-0.19195600641075275,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7053344343000454,-0.5901178765831214,0,1,-0.08231443688302535,1,1.2554780487300876,-0.17466934330457193,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.8561017017122409,-0.5153590665287107,0,0,-0.49388662129815225,1,-0.3139748163200051,-0.1954133390319889,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.8641426226408914,-0.5033976569200049,1,1,0.3292577475321015,0,1.1392222809485992,-0.09937632177542881,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8561017017122409,0.5193028646243348,1,0,-0.49388662129815225,0,-0.023335396866284254,-0.13510209219486916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.14901341436906232,-0.21632382631106742,0,0,-0.49388662129815225,1,-0.7208700035552144,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.4556630652747564,0.007952603852164964,1,1,-0.08231443688302535,1,-0.3721027002107493,-0.19445296885942331,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.4460147343510692,-0.6648766866375322,0,0,-0.49388662129815225,1,-0.023335396866284254,-0.1838888969612017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.026881730945165747,-0.17894442128386204,1,1,-0.08231443688302535,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.5213983680571669,-0.21632382631106742,0,0,-0.49388662129815225,0,-0.3721027002107493,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0.14901341436906232,0.8302995144506837,0,0,-0.49388662129815225,0,0.15104825480594827,-0.06345847732147532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.8983165365876556,-0.5781564669744157,0,0,-0.49388662129815225,0,0.5579434420411575,-0.12549839046921316,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.7807180680061432,0.7181612993690676,1,1,-0.08231443688302535,1,1.953012655419018,0.18873472999425153,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.350036437585323,0.5312642742330406,1,1,0.9466160241547917,1,-1.0696373068996794,0.39329357675072457,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.4505479491934533,-0.5153590665287107,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.8400198598549401,-0.5781564669744157,1,1,0.9466160241547917,1,-0.5116096215485354,0.7887740138132392,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.0017538530431331658,-0.06680620620224584,0,1,-0.2881005290905888,1,1.6042453520745528,-0.18235230468509675,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5043114110837847,-0.44060025647429985,1,0,-0.49388662129815225,0,2.1855241909819947,-0.1954133390319889,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,-0.7224213912734275,-0.5153590665287107,1,0,-0.49388662129815225,0,0.5579434420411575,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-0.3535441436715893,1.42836999488597,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1952212649974758,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1.045576097913585,-0.6648766866375322,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.7520824840178443,3.5216166764094723,1,1,-0.2881005290905888,1,-0.5581119286611307,0.18873472999425153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.49627049015513436,0.019914013460870704,1,1,0.9466160241547917,1,-0.255846932429261,0.2624911592472897,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-0.3535441436715893,-0.6155358720016211,1,1,0.12347165532453808,0,-0.4883584679922377,-0.19426089482491019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.6550786784959802,0.007952603852164964,0,1,-0.2881005290905888,1,-0.4883584679922377,-0.19483711692844954,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,-0.5043114110837847,2.3254757155388996,1,0,-0.49388662129815225,1,-0.046586550422581925,-0.1954133390319889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,4.672031436734927,7.857627659565298,1,1,7.737557067004386,0,-1.0696373068996794,-0.1925322285142921,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9234444144896883,-0.6648766866375322,1,1,-0.2881005290905888,0,0.2789295993655855,-0.1762059355806769,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1.304895797862561,-0.44060025647429985,1,1,0.3292577475321015,0,-1.0696373068996794,-0.1337575739532773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.45405565527971964,0.6807818943418621,0,0,-0.49388662129815225,0,0.09292037091520411,-0.10782757929400609,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.24952492597719264,-0.6648766866375322,0,0,-0.49388662129815225,0,-1.0696373068996794,-0.1954133390319889,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,-0.8058459459081757,-0.21632382631106742,0,0,-0.49388662129815225,1,0.2731168109765111,-0.1954133390319889,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.4556630652747564,4.119687156844758,1,0,-0.49388662129815225,0,-0.4302305841014935,-0.1954133390319889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2.0587321349235386,-0.6648766866375322,1,0,-0.49388662129815225,0,-1.0696373068996794,2.3422688049553555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,-0.45405565527971964,0.6807818943418621,1,1,0.9466160241547917,0,-0.1977190485385168,0.04852068479967377,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0.5681464177749658,1.6033056104132914,1,1,2.592904761815299,1,-1.0696373068996794,0.7649568335336122,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.14901341436906232,-0.5033976569200049,1,0,-0.49388662129815225,0,-1.0696373068996794,-0.13010816729752803,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
